ANO_ELEICAO,ESTADO,GENERO,GRAU_INSTRUCAO,ESTADO_CIVIL,COR_RACA,IDADE,FAIXA_ETARIA,FAIXA_ETARIA_IBGE,CIDNAS_IGUAL_CIDCAND,CAND_PURA_S_COLIG,REELEICAO,SITUACAO_FINAL
2016,MG,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PRETA,47.0,40 – 49 ANOS,45 – 49 ANOS,NAO,NAO,N,NÃO ELEITO
2016,MG,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,30.0,30 – 39 ANOS,30 – 34 ANOS,SIM,NAO,N,NÃO ELEITO
2016,RN,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,54.0,50 – 59 ANOS,50 – 54 ANOS,NAO,NAO,N,ELEITO
2016,GO,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,48.0,40 – 49 ANOS,45 – 49 ANOS,SIM,NAO,S,NÃO ELEITO
2016,PA,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,67.0,60 OU SUPERIOR,65 – 69 ANOS,NAO,SIM,N,NÃO ELEITO
2016,SP,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,57.0,50 – 59 ANOS,55 – 59 ANOS,NAO,NAO,N,NÃO ELEITO
2016,SP,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,67.0,60 OU SUPERIOR,65 – 69 ANOS,NAO,NAO,N,ELEITO
2016,RJ,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),BRANCA,36.0,30 – 39 ANOS,35 – 39 ANOS,NAO,SIM,N,NÃO ELEITO
2016,MT,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,DIVORCIADO(A),BRANCA,40.0,40 – 49 ANOS,40 – 44 ANOS,NAO,NAO,N,ELEITO
2016,AL,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,40.0,40 – 49 ANOS,40 – 44 ANOS,SIM,NAO,N,NÃO ELEITO
2016,GO,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,55.0,50 – 59 ANOS,55 – 59 ANOS,NAO,NAO,N,NÃO ELEITO
2016,PE,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,37.0,30 – 39 ANOS,35 – 39 ANOS,NAO,NAO,N,ELEITO
2016,PA,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,29.0,ATÉ 29 ANOS,25 – 29 ANOS,NAO,NAO,N,NÃO ELEITO
2016,SP,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,51.0,50 – 59 ANOS,50 – 54 ANOS,NAO,NAO,N,ELEITO
2016,PR,MASCULINO,LÊ E ESCREVE,CASADO(A),BRANCA,71.0,60 OU SUPERIOR,70 – 74 ANOS,NAO,SIM,N,NÃO ELEITO
2016,PE,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,66.0,60 OU SUPERIOR,65 – 69 ANOS,NAO,NAO,N,ELEITO
2016,SP,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,54.0,50 – 59 ANOS,50 – 54 ANOS,NAO,NAO,N,NÃO ELEITO
2016,MG,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,56.0,50 – 59 ANOS,55 – 59 ANOS,SIM,NAO,S,NÃO ELEITO
2016,PA,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,59.0,50 – 59 ANOS,55 – 59 ANOS,SIM,NAO,N,NÃO ELEITO
2016,MA,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,43.0,40 – 49 ANOS,40 – 44 ANOS,NAO,NAO,N,ELEITO
2016,MG,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,64.0,60 OU SUPERIOR,60 – 64 ANOS,SIM,NAO,N,NÃO ELEITO
2016,SP,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,62.0,60 OU SUPERIOR,60 – 64 ANOS,SIM,NAO,N,NÃO ELEITO
2016,PA,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,43.0,40 – 49 ANOS,40 – 44 ANOS,NAO,NAO,N,NÃO ELEITO
2016,CE,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,57.0,50 – 59 ANOS,55 – 59 ANOS,SIM,NAO,N,NÃO ELEITO
2016,RS,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,58.0,50 – 59 ANOS,55 – 59 ANOS,SIM,NAO,N,NÃO ELEITO
2016,PR,MASCULINO,LÊ E ESCREVE,CASADO(A),BRANCA,68.0,60 OU SUPERIOR,65 – 69 ANOS,NAO,NAO,N,NÃO ELEITO
2016,GO,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,57.0,50 – 59 ANOS,55 – 59 ANOS,NAO,NAO,N,ELEITO
2016,MA,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PRETA,36.0,30 – 39 ANOS,35 – 39 ANOS,SIM,SIM,N,NÃO ELEITO
2016,AP,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,58.0,50 – 59 ANOS,55 – 59 ANOS,NAO,NAO,N,NÃO ELEITO
2016,PA,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,37.0,30 – 39 ANOS,35 – 39 ANOS,NAO,NAO,N,ELEITO
2016,PR,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,36.0,30 – 39 ANOS,35 – 39 ANOS,NAO,NAO,S,ELEITO
2016,RJ,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,46.0,40 – 49 ANOS,45 – 49 ANOS,SIM,NAO,N,ELEITO
2016,RN,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,67.0,60 OU SUPERIOR,65 – 69 ANOS,SIM,NAO,N,NÃO ELEITO
2016,PB,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,32.0,30 – 39 ANOS,30 – 34 ANOS,NAO,NAO,N,NÃO ELEITO
2016,SP,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,65.0,60 OU SUPERIOR,65 – 69 ANOS,SIM,NAO,S,ELEITO
2016,PB,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,52.0,50 – 59 ANOS,50 – 54 ANOS,SIM,NAO,N,ELEITO
2016,SP,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,44.0,40 – 49 ANOS,40 – 44 ANOS,NAO,NAO,N,NÃO ELEITO
2016,AM,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,34.0,30 – 39 ANOS,30 – 34 ANOS,NAO,NAO,S,ELEITO
2016,PB,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,55.0,50 – 59 ANOS,55 – 59 ANOS,NAO,NAO,S,ELEITO
2016,PB,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,30.0,30 – 39 ANOS,30 – 34 ANOS,NAO,NAO,S,ELEITO
2016,PE,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,48.0,40 – 49 ANOS,45 – 49 ANOS,SIM,NAO,N,NÃO ELEITO
2016,RS,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,51.0,50 – 59 ANOS,50 – 54 ANOS,SIM,NAO,N,ELEITO
2016,PB,FEMININO,SUPERIOR COMPLETO,CASADO(A),PARDA,37.0,30 – 39 ANOS,35 – 39 ANOS,NAO,NAO,N,NÃO ELEITO
2016,MT,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,47.0,40 – 49 ANOS,45 – 49 ANOS,NAO,NAO,N,ELEITO
2016,RS,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,53.0,50 – 59 ANOS,50 – 54 ANOS,NAO,NAO,S,ELEITO
2016,GO,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,29.0,ATÉ 29 ANOS,25 – 29 ANOS,NAO,NAO,S,ELEITO
2016,SP,MASCULINO,ENSINO MÉDIO COMPLETO,SEPARADO(A) JUDICIALMENTE,BRANCA,38.0,30 – 39 ANOS,35 – 39 ANOS,NAO,NAO,N,NÃO ELEITO
2016,PR,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,49.0,40 – 49 ANOS,45 – 49 ANOS,NAO,NAO,S,ELEITO
2016,PA,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,73.0,60 OU SUPERIOR,70 – 74 ANOS,NAO,NAO,N,NÃO ELEITO
2016,MA,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,32.0,30 – 39 ANOS,30 – 34 ANOS,NAO,NAO,N,NÃO ELEITO
2016,MT,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,54.0,50 – 59 ANOS,50 – 54 ANOS,NAO,NAO,N,ELEITO
2016,SP,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,VIÚVO(A),BRANCA,78.0,60 OU SUPERIOR,75 OU SUPERIOR,NAO,SIM,N,NÃO ELEITO
2016,PA,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PRETA,37.0,30 – 39 ANOS,35 – 39 ANOS,NAO,NAO,N,NÃO ELEITO
2016,SP,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,36.0,30 – 39 ANOS,35 – 39 ANOS,SIM,NAO,S,NÃO ELEITO
2016,SP,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,71.0,60 OU SUPERIOR,70 – 74 ANOS,SIM,NAO,N,NÃO ELEITO
2016,AM,MASCULINO,SUPERIOR COMPLETO,VIÚVO(A),BRANCA,66.0,60 OU SUPERIOR,65 – 69 ANOS,NAO,NAO,N,NÃO ELEITO
2016,BA,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,52.0,50 – 59 ANOS,50 – 54 ANOS,NAO,NAO,S,NÃO ELEITO
2016,MS,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,62.0,60 OU SUPERIOR,60 – 64 ANOS,NAO,NAO,N,ELEITO
2016,AM,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,54.0,50 – 59 ANOS,50 – 54 ANOS,NAO,NAO,N,ELEITO
2016,PB,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,31.0,30 – 39 ANOS,30 – 34 ANOS,NAO,NAO,N,NÃO ELEITO
2016,AM,MASCULINO,SUPERIOR INCOMPLETO,SOLTEIRO(A),PARDA,48.0,40 – 49 ANOS,45 – 49 ANOS,SIM,NAO,N,ELEITO
2016,MA,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,54.0,50 – 59 ANOS,50 – 54 ANOS,SIM,NAO,N,ELEITO
2016,PA,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),PARDA,54.0,50 – 59 ANOS,50 – 54 ANOS,NAO,NAO,S,NÃO ELEITO
2016,BA,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,42.0,40 – 49 ANOS,40 – 44 ANOS,NAO,NAO,N,NÃO ELEITO
2016,RS,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,48.0,40 – 49 ANOS,45 – 49 ANOS,SIM,NAO,N,ELEITO
2016,PE,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,29.0,ATÉ 29 ANOS,25 – 29 ANOS,NAO,SIM,N,NÃO ELEITO
2016,RS,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),BRANCA,59.0,50 – 59 ANOS,55 – 59 ANOS,NAO,NAO,N,NÃO ELEITO
2016,PA,FEMININO,SUPERIOR COMPLETO,VIÚVO(A),PARDA,54.0,50 – 59 ANOS,50 – 54 ANOS,NAO,NAO,N,NÃO ELEITO
2016,ES,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,40.0,40 – 49 ANOS,40 – 44 ANOS,NAO,SIM,N,NÃO ELEITO
2016,MG,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,53.0,50 – 59 ANOS,50 – 54 ANOS,SIM,NAO,N,NÃO ELEITO
2016,AC,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,34.0,30 – 39 ANOS,30 – 34 ANOS,NAO,SIM,N,NÃO ELEITO
2016,PE,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,43.0,40 – 49 ANOS,40 – 44 ANOS,SIM,SIM,N,NÃO ELEITO
2016,TO,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,35.0,30 – 39 ANOS,35 – 39 ANOS,NAO,NAO,N,NÃO ELEITO
2016,MA,MASCULINO,ENSINO MÉDIO COMPLETO,SEPARADO(A) JUDICIALMENTE,PARDA,59.0,50 – 59 ANOS,55 – 59 ANOS,NAO,NAO,S,ELEITO
2016,PR,MASCULINO,ENSINO MÉDIO COMPLETO,VIÚVO(A),BRANCA,74.0,60 OU SUPERIOR,70 – 74 ANOS,NAO,NAO,N,NÃO ELEITO
2016,MG,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),BRANCA,52.0,50 – 59 ANOS,50 – 54 ANOS,SIM,NAO,N,ELEITO
2016,PR,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),BRANCA,44.0,40 – 49 ANOS,40 – 44 ANOS,NAO,NAO,N,ELEITO
2016,MG,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,32.0,30 – 39 ANOS,30 – 34 ANOS,NAO,NAO,N,NÃO ELEITO
2016,PR,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,34.0,30 – 39 ANOS,30 – 34 ANOS,NAO,NAO,S,ELEITO
2016,PI,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,50.0,50 – 59 ANOS,50 – 54 ANOS,NAO,NAO,S,ELEITO
2016,MA,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,44.0,40 – 49 ANOS,40 – 44 ANOS,NAO,NAO,S,ELEITO
2016,PA,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),PARDA,61.0,60 OU SUPERIOR,60 – 64 ANOS,SIM,NAO,N,NÃO ELEITO
2016,RS,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,63.0,60 OU SUPERIOR,60 – 64 ANOS,NAO,NAO,N,ELEITO
2016,MT,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,61.0,60 OU SUPERIOR,60 – 64 ANOS,NAO,NAO,N,NÃO ELEITO
2016,RS,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,73.0,60 OU SUPERIOR,70 – 74 ANOS,NAO,SIM,N,NÃO ELEITO
2016,BA,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,45.0,40 – 49 ANOS,45 – 49 ANOS,SIM,NAO,N,ELEITO
2016,PE,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,47.0,40 – 49 ANOS,45 – 49 ANOS,SIM,NAO,N,NÃO ELEITO
2016,MA,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,52.0,50 – 59 ANOS,50 – 54 ANOS,SIM,NAO,N,NÃO ELEITO
2016,RS,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,63.0,60 OU SUPERIOR,60 – 64 ANOS,NAO,NAO,N,ELEITO
2016,SC,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,48.0,40 – 49 ANOS,45 – 49 ANOS,NAO,NAO,N,ELEITO
2016,MA,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),BRANCA,39.0,30 – 39 ANOS,35 – 39 ANOS,NAO,NAO,N,NÃO ELEITO
2016,MG,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,48.0,40 – 49 ANOS,45 – 49 ANOS,NAO,NAO,N,NÃO ELEITO
2016,MT,MASCULINO,ENSINO MÉDIO INCOMPLETO,CASADO(A),BRANCA,62.0,60 OU SUPERIOR,60 – 64 ANOS,NAO,NAO,N,NÃO ELEITO
2016,SP,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,32.0,30 – 39 ANOS,30 – 34 ANOS,SIM,NAO,N,NÃO ELEITO
2016,AM,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),BRANCA,44.0,40 – 49 ANOS,40 – 44 ANOS,NAO,SIM,N,NÃO ELEITO
2016,PR,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,38.0,30 – 39 ANOS,35 – 39 ANOS,NAO,NAO,N,ELEITO
2016,MT,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,42.0,40 – 49 ANOS,40 – 44 ANOS,NAO,NAO,N,ELEITO
2016,PI,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,29.0,ATÉ 29 ANOS,25 – 29 ANOS,NAO,NAO,N,NÃO ELEITO
2016,RO,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),BRANCA,50.0,50 – 59 ANOS,50 – 54 ANOS,NAO,NAO,N,ELEITO
2016,SP,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,57.0,50 – 59 ANOS,55 – 59 ANOS,NAO,NAO,N,NÃO ELEITO
2016,RN,FEMININO,SUPERIOR INCOMPLETO,SOLTEIRO(A),BRANCA,29.0,ATÉ 29 ANOS,25 – 29 ANOS,NAO,NAO,S,ELEITO
2016,RS,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,50.0,50 – 59 ANOS,50 – 54 ANOS,SIM,NAO,N,ELEITO
2016,BA,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PRETA,54.0,50 – 59 ANOS,50 – 54 ANOS,NAO,SIM,N,NÃO ELEITO
2016,RS,MASCULINO,ENSINO MÉDIO INCOMPLETO,CASADO(A),BRANCA,54.0,50 – 59 ANOS,50 – 54 ANOS,NAO,NAO,S,ELEITO
2016,SP,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,42.0,40 – 49 ANOS,40 – 44 ANOS,NAO,NAO,N,ELEITO
2016,SP,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,56.0,50 – 59 ANOS,55 – 59 ANOS,NAO,NAO,N,NÃO ELEITO
2016,AL,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,49.0,40 – 49 ANOS,45 – 49 ANOS,SIM,NAO,S,NÃO ELEITO
2016,PB,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,35.0,30 – 39 ANOS,35 – 39 ANOS,NAO,NAO,S,ELEITO
2016,MG,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,DIVORCIADO(A),BRANCA,46.0,40 – 49 ANOS,45 – 49 ANOS,NAO,SIM,N,NÃO ELEITO
2016,PB,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,38.0,30 – 39 ANOS,35 – 39 ANOS,NAO,NAO,N,NÃO ELEITO
2016,CE,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,41.0,40 – 49 ANOS,40 – 44 ANOS,SIM,NAO,N,ELEITO
2016,PB,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,49.0,40 – 49 ANOS,45 – 49 ANOS,NAO,NAO,N,ELEITO
2016,PR,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,50.0,50 – 59 ANOS,50 – 54 ANOS,NAO,NAO,N,ELEITO
2016,MG,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,64.0,60 OU SUPERIOR,60 – 64 ANOS,SIM,NAO,N,NÃO ELEITO
2016,RJ,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,48.0,40 – 49 ANOS,45 – 49 ANOS,SIM,NAO,N,NÃO ELEITO
2016,SP,FEMININO,SUPERIOR COMPLETO,SEPARADO(A) JUDICIALMENTE,PARDA,52.0,50 – 59 ANOS,50 – 54 ANOS,NAO,NAO,N,NÃO ELEITO
2016,MG,MASCULINO,ENSINO MÉDIO INCOMPLETO,DIVORCIADO(A),PARDA,56.0,50 – 59 ANOS,55 – 59 ANOS,NAO,NAO,N,NÃO ELEITO
2016,BA,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,33.0,30 – 39 ANOS,30 – 34 ANOS,NAO,NAO,N,ELEITO
2016,BA,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,54.0,50 – 59 ANOS,50 – 54 ANOS,NAO,NAO,N,ELEITO
2016,GO,MASCULINO,ENSINO MÉDIO INCOMPLETO,SOLTEIRO(A),BRANCA,39.0,30 – 39 ANOS,35 – 39 ANOS,NAO,NAO,N,ELEITO
2016,PB,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),PARDA,42.0,40 – 49 ANOS,40 – 44 ANOS,NAO,NAO,N,NÃO ELEITO
2016,MG,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,36.0,30 – 39 ANOS,35 – 39 ANOS,NAO,NAO,N,NÃO ELEITO
2016,SC,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,39.0,30 – 39 ANOS,35 – 39 ANOS,NAO,NAO,S,ELEITO
2016,MA,MASCULINO,SUPERIOR INCOMPLETO,SOLTEIRO(A),PRETA,43.0,40 – 49 ANOS,40 – 44 ANOS,NAO,NAO,N,NÃO ELEITO
2016,PI,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,50.0,50 – 59 ANOS,50 – 54 ANOS,SIM,NAO,N,ELEITO
2016,SP,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,30.0,30 – 39 ANOS,30 – 34 ANOS,SIM,NAO,N,ELEITO
2016,MA,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,60.0,60 OU SUPERIOR,60 – 64 ANOS,SIM,NAO,S,NÃO ELEITO
2016,PE,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,71.0,60 OU SUPERIOR,70 – 74 ANOS,SIM,NAO,S,ELEITO
2016,SP,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),BRANCA,48.0,40 – 49 ANOS,45 – 49 ANOS,NAO,NAO,N,NÃO ELEITO
2016,AC,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),PARDA,36.0,30 – 39 ANOS,35 – 39 ANOS,SIM,NAO,N,NÃO ELEITO
2016,MG,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,39.0,30 – 39 ANOS,35 – 39 ANOS,NAO,NAO,N,NÃO ELEITO
2016,RO,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,30.0,30 – 39 ANOS,30 – 34 ANOS,NAO,NAO,N,NÃO ELEITO
2016,BA,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,46.0,40 – 49 ANOS,45 – 49 ANOS,NAO,NAO,N,NÃO ELEITO
2016,PR,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,35.0,30 – 39 ANOS,35 – 39 ANOS,SIM,NAO,N,NÃO ELEITO
2016,MT,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,42.0,40 – 49 ANOS,40 – 44 ANOS,NAO,NAO,N,NÃO ELEITO
2016,SP,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,46.0,40 – 49 ANOS,45 – 49 ANOS,NAO,SIM,N,NÃO ELEITO
2016,SP,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,46.0,40 – 49 ANOS,45 – 49 ANOS,SIM,NAO,N,ELEITO
2016,PB,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),BRANCA,54.0,50 – 59 ANOS,50 – 54 ANOS,SIM,NAO,N,ELEITO
2016,GO,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,65.0,60 OU SUPERIOR,65 – 69 ANOS,SIM,NAO,N,NÃO ELEITO
2016,MT,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,44.0,40 – 49 ANOS,40 – 44 ANOS,NAO,NAO,N,NÃO ELEITO
2016,BA,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,54.0,50 – 59 ANOS,50 – 54 ANOS,NAO,NAO,N,NÃO ELEITO
2016,RJ,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,52.0,50 – 59 ANOS,50 – 54 ANOS,SIM,NAO,N,ELEITO
2016,RN,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,53.0,50 – 59 ANOS,50 – 54 ANOS,NAO,NAO,N,NÃO ELEITO
2016,PI,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,44.0,40 – 49 ANOS,40 – 44 ANOS,NAO,NAO,S,NÃO ELEITO
2016,PA,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,61.0,60 OU SUPERIOR,60 – 64 ANOS,NAO,NAO,N,NÃO ELEITO
2016,PE,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,42.0,40 – 49 ANOS,40 – 44 ANOS,NAO,NAO,S,NÃO ELEITO
2016,PE,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,57.0,50 – 59 ANOS,55 – 59 ANOS,NAO,NAO,N,ELEITO
2016,RS,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,43.0,40 – 49 ANOS,40 – 44 ANOS,SIM,NAO,N,ELEITO
2016,MG,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,36.0,30 – 39 ANOS,35 – 39 ANOS,NAO,NAO,N,NÃO ELEITO
2016,RS,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),BRANCA,44.0,40 – 49 ANOS,40 – 44 ANOS,NAO,NAO,N,NÃO ELEITO
2016,MT,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,51.0,50 – 59 ANOS,50 – 54 ANOS,NAO,NAO,N,NÃO ELEITO
2016,SC,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,34.0,30 – 39 ANOS,30 – 34 ANOS,NAO,NAO,N,ELEITO
2016,PR,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,72.0,60 OU SUPERIOR,70 – 74 ANOS,NAO,NAO,S,NÃO ELEITO
2016,PA,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,46.0,40 – 49 ANOS,45 – 49 ANOS,SIM,NAO,S,NÃO ELEITO
2016,PA,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,53.0,50 – 59 ANOS,50 – 54 ANOS,NAO,NAO,N,NÃO ELEITO
2016,RJ,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,43.0,40 – 49 ANOS,40 – 44 ANOS,SIM,NAO,S,ELEITO
2016,MG,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,DIVORCIADO(A),BRANCA,53.0,50 – 59 ANOS,50 – 54 ANOS,NAO,NAO,N,NÃO ELEITO
